PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
4223_02,Mars,0,E/275/S,55 Cancri e,24,0,469,0,,196,0,Dous Grean,1
4225_01,Mars,1,E/266/P,TRAPPIST-1e,22,0,0,0,0,0,0,Chid Melie,0
4229_01,Earth,0,F/872/P,55 Cancri e,13,0,406,0,1670,0,427,,0
4230_01,Earth,0,F/873/P,TRAPPIST-1e,21,0,0,0,23,820,22,Shaele Wilkinner,0
4231_01,Earth,0,F/791/S,55 Cancri e,24,0,0,0,1435,10,0,Therly Scottuez,1
4232_01,Europa,0,B/164/S,TRAPPIST-1e,47,0,0,4983,0,173,43,Coxah Comessic,1
4233_01,Europa,0,B/135/P,TRAPPIST-1e,27,0,0,144,76,184,3932,Tark Parbage,0
4237_01,Earth,0,E/277/S,TRAPPIST-1e,18,0,0,0,774,0,13,Kerryn Mirezavis,1
4238_01,Europa,1,B/165/S,55 Cancri e,36,0,0,0,0,0,0,Ainkard Calian,1
4239_01,Earth,0,F/875/P,TRAPPIST-1e,68,0,0,1,223,580,0,Bethew Alest,0
4240_01,Europa,,C/152/S,TRAPPIST-1e,31,0,0,0,0,0,0,Sadiram Roustorly,1
4242_01,Mars,1,F/877/P,TRAPPIST-1e,28,0,0,0,0,0,0,Bix Ecate,1
4243_01,Mars,0,D/136/S,TRAPPIST-1e,36,0,3002,21,150,0,0,Cakers Bau,0
4244_01,Earth,0,F/794/S,TRAPPIST-1e,17,0,0,628,0,66,449,Yvetta Weaverays,1
4245_01,Earth,1,G/695/S,TRAPPIST-1e,13,0,0,0,0,0,0,Chery Ingston,1
4246_01,Earth,0,G/693/P,TRAPPIST-1e,30,0,0,10,0,3840,329,Isaacy Hamberterry,0
4249_01,Europa,0,B/166/S,TRAPPIST-1e,58,0,0,2946,0,101,387,Nusoton Inghting,1
4249_02,Europa,1,B/166/S,TRAPPIST-1e,43,0,0,0,0,0,0,Alatrin Inghting,1
4249_03,Europa,0,B/166/S,55 Cancri e,20,0,354,1546,323,284,315,Aviton Inghting,1
4251_01,Earth,0,F/879/P,TRAPPIST-1e,29,0,715,0,,698,106,Dorice Connelson,0
4252_01,Earth,0,F/795/S,TRAPPIST-1e,15,0,156,1,1132,192,33,Annon Knoxtones,1
4253_01,Earth,0,G/696/P,TRAPPIST-1e,30,0,488,0,242,0,79,Ivanne Gallandez,0
4254_01,Europa,0,B/136/P,55 Cancri e,33,0,5493,9401,23,3013,303,Alasmon Idercaling,0
4254_02,Europa,1,B/136/P,TRAPPIST-1e,25,0,0,0,0,0,0,Gomeron Idercaling,1
4254_03,Europa,0,B/136/P,TRAPPIST-1e,62,0,0,22,0,3314,22,Grasath Idercaling,0
4255_01,Earth,1,G/697/P,PSO J318.5-22,41,0,0,0,0,0,0,Stenny Hornettoney,1
4256_01,Earth,0,F/880/P,TRAPPIST-1e,27,0,6,0,0,768,1141,Armen Garnes,0
4256_02,Earth,1,G/698/P,TRAPPIST-1e,18,0,0,0,0,0,0,Crisey Garnes,0
4256_03,Earth,1,G/698/P,TRAPPIST-1e,27,0,0,0,0,0,0,Hencey Garnes,1
4256_04,Earth,0,F/880/P,TRAPPIST-1e,19,0,571,0,0,97,813,Bra Garnes,1
4256_05,Earth,0,G/698/P,TRAPPIST-1e,37,0,0,0,115,671,0,Elicia Wooterston,0
4256_06,Earth,1,G/698/P,TRAPPIST-1e,24,0,0,0,0,0,0,Everly Garnes,0
4256_07,Earth,0,G/698/P,TRAPPIST-1e,29,0,13,0,664,74,101,Elanda Garnes,0
4256_08,Earth,0,F/880/P,55 Cancri e,44,0,0,0,608,0,91,Gerte Garnes,0
4257_01,Earth,0,F/881/P,TRAPPIST-1e,19,0,0,265,882,2,293,Jeanie Serraynardy,0
4258_01,Europa,0,A/37/P,TRAPPIST-1e,39,0,0,266,0,1254,197,Misa Perneernal,0
4258_02,Europa,,A/37/P,TRAPPIST-1e,63,0,0,490,1,2882,18,Asteron Perneernal,0
4258_03,Europa,0,A/37/P,TRAPPIST-1e,39,0,9,1525,0,0,146,Menkark Perneernal,0
4259_01,Mars,1,F/796/S,TRAPPIST-1e,41,0,0,0,0,0,0,Rispid Raste,1
4260_01,Earth,1,G/696/S,TRAPPIST-1e,27,0,0,0,0,0,0,Chelly Kaney,1
4261_01,Mars,0,D/137/S,55 Cancri e,56,0,412,492,9,117,33,Vivers Fatte,1
4262_01,Europa,1,C/135/P,TRAPPIST-1e,22,0,0,0,0,0,0,Ankabih Derterval,1
4262_02,Europa,0,C/135/P,55 Cancri e,26,0,1,1269,4790,270,5116,Weid Derterval,0
4264_01,Earth,0,F/797/S,TRAPPIST-1e,24,0,0,0,0,0,1300,Bland Houseson,0
4266_01,Earth,1,G/697/S,PSO J318.5-22,18,0,0,0,0,0,0,Vin Beston,1
4267_01,Earth,1,G/700/P,TRAPPIST-1e,13,0,,0,0,0,0,Vana Nichaner,1
4267_02,Earth,0,F/883/P,TRAPPIST-1e,32,0,0,0,1020,0,0,Glene Nichaner,1
4270_01,Europa,0,,55 Cancri e,30,0,24,2558,98,0,5361,Genubia Bagetvable,0
4271_01,Europa,1,A/38/P,TRAPPIST-1e,25,0,0,0,0,0,0,Tabih Dissper,1
4272_01,Earth,0,F/799/S,TRAPPIST-1e,55,0,0,252,1,0,553,Dandra Stroyledgez,1
4273_01,Earth,0,F/884/P,PSO J318.5-22,19,0,0,2,0,669,0,Raulia Hurchanney,0
4274_01,Earth,0,G/698/S,TRAPPIST-1e,24,0,0,717,222,8,1,Evey Kellyons,1
4278_01,Europa,0,C/154/S,TRAPPIST-1e,32,0,401,3724,5,422,62,Auvara Mander,1
4280_01,Mars,0,E/267/P,TRAPPIST-1e,24,0,0,0,0,0,0,Lidenx Icake,0
4289_01,Mars,1,F/890/P,TRAPPIST-1e,32,0,0,0,0,0,0,Lidex Perta,1
4291_01,Earth,1,G/701/S,TRAPPIST-1e,36,0,0,0,0,0,0,Anthia Briggins,0
4292_01,Europa,0,A/52/S,55 Cancri e,28,0,0,31,0,1283,871,Hadiram Disight,1
4293_01,Earth,0,F/801/S,TRAPPIST-1e,52,0,0,559,0,0,0,Willy Carsoning,1
4294_01,Earth,0,G/702/S,TRAPPIST-1e,29,0,646,91,13,0,0,Gayla Charpelaney,1
4295_01,Mars,0,D/147/P,55 Cancri e,23,0,49,0,2716,0,0,Sweal Manda,1
4295_02,Mars,1,,TRAPPIST-1e,32,0,0,0,0,0,0,Rowne Manda,1
4296_01,Earth,1,G/703/S,TRAPPIST-1e,35,0,0,0,0,0,0,Eriney Whitersone,0
4297_01,Europa,0,B/138/P,55 Cancri e,41,0,14,6777,81,604,2936,Asellan Taketiatim,0
4300_01,,1,G/704/S,PSO J318.5-22,16,0,0,0,0,0,0,Felia Loway,1
4301_01,Europa,1,E/269/P,55 Cancri e,33,0,0,0,0,0,0,Terops Brakeded,1
4302_01,Earth,1,G/706/P,55 Cancri e,6,0,0,0,0,0,0,Sethew Chaellerty,1
4303_01,Earth,0,F/803/S,55 Cancri e,15,0,36,841,0,0,0,Adamy Dayers,1
4303_02,Earth,0,G/705/S,TRAPPIST-1e,38,0,0,668,84,267,0,Wally Popelase,0
4305_01,Earth,0,F/893/P,TRAPPIST-1e,56,0,0,779,12,3,35,Evenna Conney,0
4305_02,Earth,1,G/707/P,PSO J318.5-22,4,0,0,0,0,0,0,Wally Conney,1
4305_03,Earth,1,G/707/P,PSO J318.5-22,21,0,0,0,0,0,0,Noria Carezquez,1
4306_01,Mars,0,F/805/S,55 Cancri e,22,0,1371,0,235,0,0,Ber Terry,1
4309_01,Earth,0,E/270/P,TRAPPIST-1e,37,0,0,0,785,3,0,Coracy Whitledges,0
4309_02,Earth,0,G/709/P,TRAPPIST-1e,6,0,0,0,0,0,0,Carlie Whitledges,1
4311_01,Earth,0,F/807/S,TRAPPIST-1e,22,0,563,521,364,0,0,Delley Stannondez,0
4312_01,Europa,0,B/139/P,TRAPPIST-1e,26,0,0,137,0,0,7629,Weionan Sobvisted,0
4315_01,Earth,0,E/272/P,TRAPPIST-1e,22,0,0,3,486,0,228,Clarry Hammonton,1
4315_02,Earth,,G/710/P,TRAPPIST-1e,20,0,0,0,0,0,0,Monard Hammonton,1
4316_01,Earth,0,F/894/P,PSO J318.5-22,,0,0,22,0,1156,0,Marace Cleang,0
4317_01,Mars,0,D/139/S,TRAPPIST-1e,24,0,439,0,2140,0,0,Babix Prine,1
4318_01,Mars,1,F/808/S,TRAPPIST-1e,25,0,0,0,0,0,0,Oalls Flate,1
4319_01,Earth,0,G/711/P,TRAPPIST-1e,48,0,2,0,83,589,233,Kimmie Nobleyes,0
4320_01,Earth,0,E/273/P,TRAPPIST-1e,24,0,786,0,0,7,0,Annez Bellarkerd,0
4324_01,Mars,0,F/810/S,55 Cancri e,3,0,0,0,0,0,0,Gran Krake,1
4324_02,Mars,1,F/810/S,TRAPPIST-1e,24,0,0,0,0,0,0,Wheal Krake,1
4324_03,Mars,0,F/810/S,TRAPPIST-1e,25,0,412,0,567,775,0,Oareel Krake,0
4324_04,Mars,1,F/810/S,55 Cancri e,1,0,0,0,0,0,0,Trion Brie,1
4327_01,Earth,0,F/811/S,TRAPPIST-1e,20,0,0,187,712,0,0,Dellia Douglasen,1
4329_01,Earth,0,F/812/S,,22,0,39,0,63,3,654,Colly Benderez,0
4330_01,Mars,0,D/140/S,55 Cancri e,28,0,427,0,754,0,0,Alles Gene,1
4332_01,Earth,1,G/707/S,55 Cancri e,17,0,0,0,0,0,0,Tammyl Dukertyler,1
4333_01,Europa,0,B/141/P,55 Cancri e,28,0,0,3345,0,2143,27,Sadach Excionging,0
4334_01,Europa,1,A/53/S,TRAPPIST-1e,47,0,0,0,0,0,0,Shamak Trupistic,1
4335_01,Mars,1,E/281/S,TRAPPIST-1e,34,0,0,0,0,0,0,Oareel Paska,0
4336_01,Europa,0,C/155/S,TRAPPIST-1e,29,1,267,1418,257,843,0,Zedasim Gloother,1
4336_02,Europa,1,C/155/S,TRAPPIST-1e,14,0,0,0,0,0,0,Terope Gloother,1
4336_03,Europa,0,,TRAPPIST-1e,36,0,0,563,0,1301,830,Ziba Gloother,1
4336_04,Europa,0,C/155/S,55 Cancri e,40,0,2320,0,4874,3131,498,Krazet Gloother,1
4337_01,Mars,0,F/813/S,TRAPPIST-1e,49,0,22,0,1129,0,77,Book Gele,1
4338_01,Europa,0,C/156/S,TRAPPIST-1e,51,0,0,0,0,0,0,Leshmet Gealloyalt,1
4338_02,Europa,0,C/156/S,TRAPPIST-1e,41,0,0,545,0,2740,293,Halsham Aroodint,1
4338_03,Europa,0,C/156/S,55 Cancri e,44,0,0,14201,0,22,584,Kleeiak Gealloyalt,1
4339_01,Mars,0,F/814/S,TRAPPIST-1e,47,0,2044,0,95,0,120,Ranch Reste,0
4340_01,Earth,0,F/815/S,TRAPPIST-1e,22,0,0,0,945,0,4,Pamiea Georgasey,1
4343_01,Earth,1,G/708/S,PSO J318.5-22,13,0,0,0,0,0,0,,1
4344_01,Earth,0,F/816/S,TRAPPIST-1e,18,0,0,35,661,0,63,Roydo Hammonton,1
4345_01,Earth,0,G/717/P,TRAPPIST-1e,28,0,0,1125,3,562,7,Lelah Sancockett,0
4346_01,Earth,0,E/274/P,55 Cancri e,22,0,429,2,232,0,59,Vanez Burchanez,1
4347_01,Earth,0,G/718/P,TRAPPIST-1e,50,0,444,0,408,0,0,Trick Saundez,0
4348_01,Europa,1,B/142/P,TRAPPIST-1e,47,1,0,0,0,0,0,Krazet Conate,1
4349_01,Mars,0,E/275/P,TRAPPIST-1e,55,0,802,0,155,4,337,Shams Rapie,0
4350_01,Earth,1,G/709/S,TRAPPIST-1e,21,0,0,0,0,0,0,Rence Robersondez,1
4350_02,Earth,0,G/709/S,PSO J318.5-22,39,0,0,0,1,0,2330,Darrie Strongers,0
4351_01,Earth,0,F/895/P,,21,,641,0,409,0,0,Timmy Carezquez,0
4352_01,Europa,0,C/157/S,TRAPPIST-1e,37,0,33,3484,17,4,1384,Alaton Trupistic,1
4352_02,Europa,0,C/157/S,TRAPPIST-1e,31,0,22,10025,2,124,1,Arino Trupistic,1
4354_01,Earth,0,E/276/P,TRAPPIST-1e,23,0,115,1,0,,249,Millie Greeves,0
4356_01,Europa,1,B/167/S,55 Cancri e,28,0,0,0,0,0,0,Dabik Brantcable,1
4357_01,Mars,0,D/148/P,TRAPPIST-1e,23,0,118,0,949,206,2071,Fles Ses,0
4358_01,Earth,0,F/818/S,PSO J318.5-22,20,0,0,272,108,,230,Tonioe Waltonnedy,1
4359_01,Europa,0,C/137/P,TRAPPIST-1e,28,0,3,2127,0,696,10,,0
4359_02,Europa,0,C/137/P,55 Cancri e,40,0,0,17687,0,425,155,Strali Sebleve,1
4359_03,Europa,0,C/137/P,55 Cancri e,54,0,0,1832,0,0,1768,Meisa Sebleve,0
4360_01,Mars,1,F/896/P,TRAPPIST-1e,18,0,0,0,0,0,0,Possh Crie,1
4361_01,Earth,0,F/819/S,55 Cancri e,27,0,0,14,0,734,331,Carona Coopezmaney,1
4362_01,Europa,0,B/168/S,TRAPPIST-1e,43,0,0,1947,0,0,1651,Altar Freednal,1
4364_01,Earth,1,G/720/P,PSO J318.5-22,25,0,0,0,0,0,0,Dixiel Dawsoncis,1
4365_01,,0,F/898/P,TRAPPIST-1e,13,0,552,247,0,4,0,Edgary Kinson,0
4366_01,Earth,,F/899/P,PSO J318.5-22,15,0,0,0,873,0,5,Philda Ricks,1
4367_01,Earth,1,G/710/S,55 Cancri e,37,0,0,0,0,0,0,Raceky Masquez,1
4368_01,Mars,1,F/900/P,55 Cancri e,32,0,0,0,0,0,0,Smats Flate,1
4369_01,Earth,0,F/820/S,TRAPPIST-1e,19,0,857,0,0,0,0,Ermank Benderez,0
4370_01,Earth,0,,TRAPPIST-1e,21,0,3,1,0,1494,110,Estina Vandan,0
4371_01,Europa,,C/158/S,TRAPPIST-1e,27,0,0,2717,0,0,986,Mesatz Shricatory,1
4371_02,Europa,0,C/158/S,55 Cancri e,39,0,106,243,126,7,4967,Taurak Shricatory,0
4371_03,,1,C/158/S,TRAPPIST-1e,22,0,0,0,0,0,0,Ranon Shricatory,1
4371_04,Europa,0,C/158/S,TRAPPIST-1e,25,0,0,4384,4285,812,360,Canonon Shricatory,1
4371_05,Europa,0,C/158/S,55 Cancri e,34,0,,7221,0,288,2275,Spurim Tionstious,1
4372_01,Mars,1,F/821/S,TRAPPIST-1e,54,0,0,,0,0,0,Halesh Birt,1
4372_02,Mars,0,E/283/S,TRAPPIST-1e,42,0,954,0,1,0,0,Boats Sache,0
4373_01,Earth,0,F/822/S,PSO J318.5-22,36,0,735,0,2,0,0,Russey Mejiarkerox,0
4376_01,Earth,0,E/284/S,PSO J318.5-22,43,0,0,168,3,0,452,Karley Brownson,1
4382_01,Earth,0,F/901/P,PSO J318.5-22,23,0,65,94,0,0,445,Nicey Alentonway,1
4383_01,Europa,0,B/169/S,TRAPPIST-1e,57,0,0,0,0,0,0,Sheratz Dingauge,1
4386_01,Europa,0,B/170/S,TRAPPIST-1e,54,0,0,0,0,0,0,,1
4386_02,Europa,0,B/170/S,TRAPPIST-1e,51,0,0,16455,885,0,363,Thaldah Conachets,1
4387_01,Mars,0,F/902/P,PSO J318.5-22,32,0,192,0,441,18,0,Apix Wala,0
4388_01,Europa,0,B/171/S,TRAPPIST-1e,33,0,0,0,0,0,0,,1
4390_01,Mars,1,F/903/P,TRAPPIST-1e,8,0,0,0,0,0,0,Jayrin Vloaf,1
4390_02,Mars,1,F/903/P,TRAPPIST-1e,44,0,0,0,0,0,0,Grawk Vloaf,1
4390_03,Mars,0,F/903/P,TRAPPIST-1e,27,0,875,0,61,289,0,Rants Vloaf,0
4391_01,Earth,0,F/904/P,TRAPPIST-1e,48,0,383,0,0,393,10,Gerek Larks,1
4392_01,Earth,0,G/714/S,55 Cancri e,13,0,38,0,0,733,0,Regana Steeletters,0
4393_01,Earth,1,G/722/P,TRAPPIST-1e,5,0,0,0,0,0,0,Annah Cookson,0
4393_02,Earth,0,E/278/P,TRAPPIST-1e,18,0,754,0,34,0,0,Thell Cookson,0
4395_01,Earth,0,F/905/P,TRAPPIST-1e,23,0,0,0,206,681,31,Fayel Mcfarley,0
4396_01,Earth,0,G/715/S,TRAPPIST-1e,23,0,0,153,11,646,0,Sallie Milton,0
4397_01,Earth,1,,PSO J318.5-22,35,0,0,0,0,0,0,Meline Foledges,1
4399_01,Earth,0,G/724/P,TRAPPIST-1e,25,0,141,3,640,0,100,All Wolferton,0
4400_01,Mars,0,E/285/S,TRAPPIST-1e,32,0,689,0,610,0,0,Gibers Sepie,0
4400_02,Mars,0,F/830/S,55 Cancri e,0,0,0,0,0,0,0,Conk Sepie,1
4400_03,Mars,1,F/830/S,,5,0,0,0,0,0,0,Flyros Sepie,1
4401_01,Earth,,G/716/S,55 Cancri e,16,0,0,0,0,0,0,Tonyan Loverthyo,1
4401_02,Earth,1,G/716/S,PSO J318.5-22,18,0,0,0,0,0,0,Eriana Loverthyo,1
4402_01,Earth,1,G/725/P,PSO J318.5-22,29,0,0,0,0,0,0,Louisy Waderoachez,0
4403_01,Earth,0,F/831/S,TRAPPIST-1e,55,0,134,935,0,6,394,Lina Peter,0
4403_02,Earth,0,G/717/S,,41,0,7,0,297,108,361,Kylen Peter,0
4404_01,Earth,,G/726/P,TRAPPIST-1e,38,0,,2,404,121,0,Lis Scotterkins,0
4405_01,Europa,1,C/159/S,TRAPPIST-1e,27,0,0,0,0,0,0,Wezna Unkepery,1
4407_01,Earth,1,G/719/S,TRAPPIST-1e,55,0,0,0,0,0,0,Ericky Mejiarkerox,1
4408_01,Mars,1,F/906/P,TRAPPIST-1e,75,0,0,0,0,0,0,Pich Knike,1
4409_01,Europa,0,C/160/S,TRAPPIST-1e,50,0,0,817,388,78,693,Proxima Regmansidy,1
4410_01,Earth,0,G/720/S,TRAPPIST-1e,23,0,27,0,32,725,0,Deandy Wolffy,0
4411_01,Earth,0,G/721/S,PSO J318.5-22,37,0,715,0,54,0,0,Alendy Parsoney,1
4413_01,Earth,0,G/722/S,TRAPPIST-1e,33,0,0,0,232,0,622,Loria Sweekstarks,0
4415_01,Mars,0,F/833/S,TRAPPIST-1e,45,0,941,281,36,12,39,Froon Parta,0
4416_01,Europa,1,B/143/P,55 Cancri e,47,0,0,0,0,0,0,Alramak Prearright,1
4422_01,Europa,1,B/172/S,TRAPPIST-1e,13,0,0,0,0,0,0,Glueba Dinsprody,1
4422_02,Europa,0,B/172/S,TRAPPIST-1e,29,0,0,6338,0,1366,89,Ranark Dinsprody,1
4424_01,Mars,0,E/287/S,TRAPPIST-1e,19,0,30,0,42,3565,7,Kohs Pien,0
4426_01,Mars,1,F/835/S,TRAPPIST-1e,30,0,0,0,0,0,0,Hinnan Fonie,1
4427_01,Europa,0,D/141/S,55 Cancri e,39,0,3,83,0,805,2983,Coxaron Dedentive,0
4427_02,Europa,0,D/141/S,TRAPPIST-1e,31,0,0,46,0,209,2908,Cheleon Dedentive,0
4428_01,Europa,0,C/162/S,55 Cancri e,29,0,0,11417,12,795,402,Ranopus Ambleeve,1
4429_01,Mars,0,E/288/S,TRAPPIST-1e,16,0,546,90,23,513,0,Dynx Boyst,0
4430_01,Earth,0,F/836/S,PSO J318.5-22,18,0,0,2,1513,0,0,Ireen Robins,1
4431_01,Earth,0,G/727/P,55 Cancri e,38,0,8,0,1414,10,3,Ryany Kenzierry,0
4432_01,Earth,1,G/728/P,TRAPPIST-1e,50,0,0,0,0,0,0,Robyna Loway,0
4433_01,Earth,1,G/729/P,PSO J318.5-22,21,0,0,0,0,0,0,Eriney Guerson,0
4436_01,Earth,1,G/730/P,PSO J318.5-22,22,0,0,0,0,0,0,Lardy Jacobbinson,1
4437_01,Earth,1,G/725/S,TRAPPIST-1e,20,0,0,0,0,0,0,Idacey Cartz,1
4438_01,Mars,0,F/910/P,TRAPPIST-1e,36,0,721,0,471,0,0,Salros Wate,0
4440_01,,0,F/911/P,TRAPPIST-1e,23,0,,282,0,0,71,Aarone Sweett,1
4441_01,Europa,1,B/144/P,55 Cancri e,31,1,0,0,0,0,0,Kabiton Clinarfork,1
4441_02,Europa,1,B/144/P,TRAPPIST-1e,39,0,0,0,0,0,0,,1
4441_03,Europa,0,B/144/P,55 Cancri e,50,0,0,4558,0,1,267,Weias Clinarfork,1
4444_01,Earth,0,E/291/S,TRAPPIST-1e,40,0,0,901,0,0,89,Kenny Salez,0
4445_01,Earth,0,F/912/P,TRAPPIST-1e,28,0,8,0,77,560,0,Naomie Bardson,0
4446_01,Europa,0,B/175/S,TRAPPIST-1e,38,0,2,114,771,3094,448,Asellan Chocaters,0
4446_02,Europa,0,B/175/S,TRAPPIST-1e,37,0,0,3603,33,7113,1,Fomamak Chocaters,0
4446_03,Europa,1,B/175/S,55 Cancri e,59,0,0,0,0,0,0,Wasaton Chocaters,1
4446_04,Europa,0,B/175/S,55 Cancri e,41,0,35,6103,0,180,160,Grum Chocaters,1
4446_05,Europa,,B/175/S,TRAPPIST-1e,33,0,0,4017,,,2260,Phah Chocaters,1
4447_01,Earth,1,,TRAPPIST-1e,54,0,0,0,0,0,0,Lyny Briggins,1
4448_01,Earth,0,F/913/P,TRAPPIST-1e,40,0,0,0,2414,0,0,Elody Flowensley,1
4449_01,Mars,0,D/142/S,TRAPPIST-1e,43,0,130,0,870,31,26,Tyog Cla,1
4450_01,Europa,1,C/140/P,55 Cancri e,26,0,0,0,0,0,0,Zaurah Clugete,1
4450_02,Europa,0,C/140/P,55 Cancri e,65,0,0,7194,0,6,,Ranons Clugete,1
4450_03,Europa,1,C/140/P,55 Cancri e,22,0,0,0,0,0,0,Genons Clugete,1
4450_04,Europa,0,C/140/P,TRAPPIST-1e,28,0,0,3627,0,31,3263,Altar Clugete,0
4451_01,,1,F/914/P,TRAPPIST-1e,35,0,0,0,0,0,0,Poloos Jamad,1
4452_01,Earth,1,G/727/S,TRAPPIST-1e,30,,0,0,0,0,0,Lison Blace,1
4453_01,Europa,0,D/149/P,TRAPPIST-1e,28,0,0,2560,0,134,307,Azhasim Inguel,0
4456_01,Earth,0,F/916/P,TRAPPIST-1e,23,0,0,10,159,,125,Arl Wagnerray,1
4457_01,Earth,0,F/917/P,TRAPPIST-1e,24,0,698,0,51,2,4,Milyn Nguerrettye,1
4459_01,Earth,1,G/733/P,PSO J318.5-22,16,0,0,0,0,0,,Arlen Jacostarks,1
4461_01,Mars,1,F/838/S,TRAPPIST-1e,18,0,0,0,0,0,0,Annams Mellé,1
4462_01,Earth,0,F/918/P,TRAPPIST-1e,20,0,399,77,311,0,16,Gillie Bullerson,0
4463_01,Europa,1,B/145/P,,29,0,0,0,0,0,0,Maiam Boltund,1
4463_02,Europa,1,B/145/P,TRAPPIST-1e,29,0,0,0,0,0,0,Ionium Boltund,1
4464_01,Earth,0,G/728/S,TRAPPIST-1e,21,0,0,0,0,0,0,Sharie Morrodgers,0
4465_01,Europa,1,A/54/S,TRAPPIST-1e,2,0,0,0,0,0,0,Aldhib Diabysid,0
4465_02,Europa,0,A/54/S,TRAPPIST-1e,43,0,31,76,0,1353,1713,Terons Diabysid,0
4465_03,Europa,0,A/54/S,TRAPPIST-1e,28,0,0,1883,0,1,4560,Gemmark Diabysid,0
4466_01,Europa,0,A/40/P,55 Cancri e,31,1,0,2461,0,51,2141,Ainkard Crakete,0
4467_01,Earth,0,F/919/P,TRAPPIST-1e,23,0,36,18,670,0,32,Moniey Hopperett,1
4469_01,Europa,1,B/146/P,TRAPPIST-1e,26,0,0,0,0,0,0,Dabik Brakeded,1
4469_02,Europa,0,B/146/P,55 Cancri e,43,0,0,39,327,4643,85,Coxan Windend,0
4470_01,Earth,0,F/839/S,TRAPPIST-1e,28,0,1549,0,5,0,0,Emmax Baketton,0
4472_01,Earth,0,G/734/P,PSO J318.5-22,24,0,0,266,1455,59,0,Colly Bartez,0
4472_02,Earth,0,F/920/P,TRAPPIST-1e,27,0,110,0,638,0,0,Kerrie Bartez,0
4473_01,Mars,0,F/841/S,55 Cancri e,13,0,2244,31,507,0,142,,0
4473_02,Mars,0,E/292/S,TRAPPIST-1e,27,0,994,0,26,1,0,Terek Welte,0
4474_01,Earth,1,G/730/S,TRAPPIST-1e,2,0,,0,0,0,0,Helley Tuckers,1
4474_02,Earth,1,G/730/S,TRAPPIST-1e,24,0,0,0,0,0,0,Stancy Garden,1
4474_03,Earth,1,G/730/S,TRAPPIST-1e,2,0,0,0,,0,,Carita Tuckers,1
4475_01,Europa,0,A/55/S,TRAPPIST-1e,50,1,13,239,0,161,2355,Wasaton Fairdised,0
4475_02,Europa,1,A/55/S,55 Cancri e,27,0,0,0,0,0,0,Nesham Fairdised,1
4476_01,Earth,0,F/921/P,TRAPPIST-1e,26,0,1170,0,0,187,100,Brancy Miranciash,0
4477_01,Earth,0,G/731/S,55 Cancri e,31,0,23,0,0,,17,Thel Scheron,0
4479_01,Mars,0,D/150/P,TRAPPIST-1e,28,0,3559,0,,13,2,Zelowl Sidie,0
4482_01,Earth,0,G/732/S,55 Cancri e,4,0,0,0,0,0,0,Eillis Bartines,0
4482_02,Earth,0,G/732/S,TRAPPIST-1e,9,0,0,0,0,0,0,Idave Anthompson,1
4482_03,Earth,0,G/732/S,TRAPPIST-1e,0,0,0,0,0,0,0,Ally Bartines,1
4482_04,Earth,1,G/732/S,TRAPPIST-1e,35,0,0,0,0,0,0,Evan Bartines,0
4482_05,Earth,1,G/732/S,TRAPPIST-1e,3,0,0,0,0,0,0,Allia Bartines,1
4483_01,Mars,0,D/151/P,TRAPPIST-1e,25,0,1956,0,161,239,28,Price Tepie,0
4483_02,Mars,0,D/151/P,TRAPPIST-1e,63,0,3087,0,60,2,0,Fowoos Tepie,0
4485_01,Mars,1,F/922/P,TRAPPIST-1e,34,0,0,0,0,0,0,Rooses Tirte,1
4485_02,Mars,0,F/922/P,TRAPPIST-1e,35,0,1219,0,1742,740,0,Mos Tirte,0
4486_01,Earth,1,G/733/S,TRAPPIST-1e,26,0,0,0,0,0,0,Janne Mccarry,1
4487_01,Earth,0,G/735/P,TRAPPIST-1e,39,0,0,3,0,802,49,Tine Buckleinson,0
4490_01,Europa,0,D/143/S,55 Cancri e,34,0,0,337,1339,92,264,Sadir Idlatchse,0
4491_01,Europa,0,B/148/P,TRAPPIST-1e,36,0,0,1013,1,16,2825,Solark Filerst,0
4492_01,Earth,1,G/736/P,TRAPPIST-1e,46,0,0,0,0,0,0,Ricke Nolds,1
4493_01,Earth,0,F/845/S,TRAPPIST-1e,26,0,42,65,895,407,0,Sus Coolez,1
4494_01,Mars,1,F/846/S,TRAPPIST-1e,28,0,0,0,0,0,0,Labix Weeke,1
4496_01,Earth,0,F/924/P,55 Cancri e,20,0,0,3080,7,0,67,Frey Simsey,1
4497_01,Earth,1,G/737/P,TRAPPIST-1e,35,0,0,0,0,0,0,Rician Loway,0
4498_01,Earth,0,G/734/S,55 Cancri e,11,0,0,0,0,0,0,Valex Munozanson,0
4498_02,Earth,1,G/734/S,PSO J318.5-22,14,0,0,0,0,0,0,Loise Beckeetter,0
4498_03,Earth,1,G/734/S,PSO J318.5-22,4,0,0,0,0,0,0,Lorie Beckeetter,1
4498_04,Earth,0,G/734/S,TRAPPIST-1e,11,0,0,0,0,0,,Dandy Munozanson,0
4498_05,Earth,1,G/734/S,TRAPPIST-1e,31,0,0,0,0,0,0,Karay Beckeetter,1
4498_06,Earth,0,G/734/S,TRAPPIST-1e,15,0,0,893,0,0,0,Line Munozanson,1
4498_07,Earth,0,G/734/S,TRAPPIST-1e,39,0,0,2,0,69,836,Dary Mallerez,0
